label,sentence,sample_index
1,an intense and effective film about loneliness and the chilly anonymity of the environments where so many of us spend so much of our time,209
1,top notch action powers this romantic drama,212
1,beresford nicely mixes in as much humor as pathos to take us on his sentimental journey of the heart,213
1,probably the best case for christianity since chesterton and lewis,216
1,a slick engrossing melodrama,222
0,while some will object to the idea of a vietnam picture with such a rah rah patriotic tone soldiers ultimately achieves its main strategic objective dramatizing the human cost of the conflict that came to define a generation,225
1,affectionately reminds us that in any language the huge stuff in life can usually be traced back to the little things,236
1,the large frame imax camera lends itself beautifully to filming the teeming life on the reefs making this gorgeous film a must for everyone from junior scientists to grown up fish lovers,237
1,it is also beautifully acted,239
1,the fact is that the screen is most alive when it seems most likely that broomfield s interviewees or even himself will not be for much longer,243
1,there s back stabbing inter racial desire and most importantly singing and dancing,256
1,drumline shows a level of young black manhood that is funny touching smart and complicated,266
1,one feels the dimming of a certain ambition but in its place a sweetness clarity and emotional openness that recalls the classics of early italian neorealism,275
1,a sensitive modest comic tragedy that works as both character study and symbolic examination of the huge economic changes sweeping modern china,280
1,cusack s just brilliant in this,281
1,the overall fabric is hypnotic and mr mattei fosters moments of spontaneous intimacy,284
1,i thought the relationships were wonderful the comedy was funny and the love real,292
0,made to be jaglomized is the cannes film festival the annual riviera spree of flesh buzz blab and money,307
1,while it can be a bit repetitive overall it s an entertaining and informative documentary,324
1,amari has dressed up this little parable in a fairly irresistible package full of privileged moments and memorable performances,329
1,the pianist is a supremely hopeful cautionary tale of war s madness remembered that we today can prevent its tragic waste of life,334
1,elegant mannered and teasing,337
1,as an introduction to the man s theories and influence derrida is all but useless as a portrait of the artist as an endlessly inquisitive old man however it s invaluable,343
1,this is a movie you can trust,350
1,a highly spirited imaginative kid s movie that broaches neo augustinian theology is god stuck in heaven because he s afraid of his best known creation,362
1,call it magic realism or surrealism but miss wonton floats beyond reality with a certain degree of wit and dignity,363
1,what s so fun about this silly outrageous ingenious thriller is the director s talent,373
1,strip it of all its excess debris and you d have a 90 minute four star movie,375
1,mr clooney mr kaufman and all their collaborators are entitled to take a deep bow for fashioning an engrossing entertainment out of an almost sure fire prescription for a critical and commercial disaster,387
1,the performances are remarkable,395
1,as literary desecrations go this makes for perfectly acceptable occasionally very enjoyable children s entertainment,397
1,strange funny twisted brilliant and macabre,400
1,plays out with a dogged and eventually winning squareness that would make it the darling of many a kids and family oriented cable channel,403
1,an entertaining british hybrid of comedy caper thrills and quirky romance,404
1,at the end when the now computerized yoda finally reveals his martial artistry the film ascends to a kinetic life so teeming that even cranky adults may rediscover the quivering kid inside,417
1,even if you do n t understand what on earth is going on this is a movie that will stimulate hours of post viewing discussion if only to be reminded of who did what to whom and why,423
1,a fantastically vital movie that manages to invest real humor sensuality and sympathy into a story about two adolescent boys,424
1,the four feathers has rewards from the exoticism of its seas of sand to the fierce grandeur of its sweeping battle scenes,430
1,and there s an element of heartbreak to watching it now with older and wiser eyes because we know what will happen after greene s story ends,433
1,there s plenty to enjoy in no small part thanks to lau,437
1,this documentary is a dazzling remarkably unpretentious reminder of what evans had lost and got back,445
1,as satisfyingly odd and intriguing a tale as it was a century and a half ago has a delightfully dour deadpan tone and stylistic consistency,447
1,methodical measured and gently tedious in its comedy secret ballot is a purposefully reductive movie which may be why it s so successful at lodging itself in the brain,448
1,for most of the distance the picture provides a satisfyingly unsettling ride into the dark places of our national psyche,449
1,the film sparkles with the the wisdom and humor of its subjects,460
1,a heartening tale of small victories and enduring hope,469
1,a macabre and very stylized swedish fillm about a modern city where all the religious and civic virtues that hold society in place are in tatters,494
1,once the true impact of the day unfolds the power of this movie is undeniable,497
1,a three hour cinema master class,504
1,i loved this film,508
1,a movie that will surely be profane politically charged music to the ears of cho s fans,510
0,the ya ya s have many secrets and one is the books are better,523
1,the touch is generally light enough and the performances for the most part credible,525
1,it s usually a bad sign when directors abandon their scripts and go where the moment takes them but olympia wash based filmmakers anne de marcken and marilyn freeman did just that and it s what makes their project so interesting,537
1,a deftly entertaining film smartly played and smartly directed,542
1,i hope the movie is widely seen and debated with appropriate ferocity and thoughtfulness,544
1,there s so much to look at in metropolis you hate to tear your eyes away from the images long enough to read the subtitles,550
1,enjoyably dumb sweet and intermittently hilarious if you ve a taste for the quirky steal a glimpse,560
1,adaptation s success in engaging the audience in the travails of creating a screenplay is extraordinary,571
1,it s no surprise that as a director washington demands and receives excellent performances from himself and from newcomer derek luke,573
1,what makes this film special is serry s ability to take what is essentially a contained family conflict and put it into a much larger historical context,577
1,a sly female empowerment movie although not in a way anyone would expect,580
1,as a vehicle to savour binoche s skill the film is well worthwhile,586
1,even during the climactic hourlong cricket match boredom never takes hold,591
1,combine the paranoid claustrophobia of a submarine movie with the unsettling spookiness of the supernatural why did n t hollywood think of this sooner,592
1,if the film has a problem its shortness disappoints you want the story to go on and on,595
1,young everlyn sampi as the courageous molly craig simply radiates star power potential in this remarkable and memorable film,604
1,surprisingly powerful and universal,605
1,morvern callar confirms lynne ramsay as an important original talent in international cinema,606
1,it s refreshing to see a movie that embraces its old fashioned themes and in the process comes out looking like something wholly original,611
1,wiseman is patient and uncompromising letting his camera observe and record the lives of women torn apart by a legacy of abuse,612
1,an ingenious and often harrowing look at damaged people and how families can offer either despair or consolation,614
1,invigorating surreal and resonant with a rainbow of emotion,617
1,west coast rap wars this modern mob music drama never fails to fascinate,623
1,berry s saucy full bodied performance gives this aging series a much needed kick making die another day one of the most entertaining bonds in years,625
0,but like silence it s a movie that gets under your skin,626
1,caviezel embodies the transformation of his character completely,627
1,an eerily suspenseful deeply absorbing piece that works as a treatise on spirituality as well as a solid sci fi thriller,637
1,a taut sobering film,645
1,it s full of cheesy dialogue but great trashy fun that finally returns de palma to his pulpy thrillers of the early 80s,647
1,i m sure mainstream audiences will be baffled but for those with at least a minimal appreciation of woolf and clarissa dalloway the hours represents two of those well spent,650
1,the beautifully choreographed kitchen ballet is simple but absorbing,656
1,transcends its agenda to deliver awe inspiring at times sublime visuals and offer a fascinating glimpse into the subculture of extreme athletes whose derring do puts the x into the games,659
1,giggling at the absurdities and inconsistencies is part of the fun,662
1,arteta paints a picture of lives lived in a state of quiet desperation,664
1,the amazing film work is so convincing that by movies end you ll swear you are wet in some places and feel sand creeping in others,671
1,if you ever wanted to be an astronaut this is the ultimate movie experience it s informative and breathtakingly spectacular,673
1,it s good to see michael caine whipping out the dirty words and punching people in the stomach again,691
1,gently humorous and touching,696
1,it wo n t hold up over the long haul but in the moment finch s tale provides the forgettable pleasures of a saturday matinee,697
1,kinnear s performance is a career defining revelation,698
1,the film is predictable in the reassuring manner of a beautifully sung holiday carol,699
1,a mix of gritty realism crisp storytelling and radiant compassion that effortlessly draws you in,705
1,offers a clear eyed chronicle of a female friendship that is more complex and honest than anything represented in a hollywood film,709
1,ozpetek s effort has the scope and shape of an especially well executed television movie,714
1,it ll keep you wide awake and very tense,730
1,danny huston gives an astounding performance that deftly gradually reveals a real human soul buried beneath a spellbinding serpent s smirk,732
1,a funny and well contructed black comedy where the old adage be careful what you wish for is given a full workout,734
1,the film is reasonably entertaining though it begins to drag two thirds through when the melodramatic aspects start to overtake the comedy,736
1,a different movie sometimes tedious by a director many viewers would like to skip but film buffs should get to know,738
1,he does this so well you do n t have the slightest difficulty accepting him in the role,739
1,thought provoking and stylish if also somewhat hermetic,741
1,broomfield is energized by volletta wallace s maternal fury her fearlessness and because of that his film crackles,742
1,uneven self conscious but often hilarious spoof,753
1,thanks to the château s balance of whimsicality narrative discipline and serious improvisation almost every relationship and personality in the film yields surprises,755
1,alan and his fellow survivors are idiosyncratic enough to lift the movie above its playwriting 101 premise,756
1,definitely worth 95 minutes of your time,761
1,whereas oliver stone s conspiracy thriller jfk was long intricate star studded and visually flashy interview with the assassin draws its considerable power from simplicity,765
1,very well written and very well acted,769
1,a powerful and telling story that examines forbidden love racial tension and other issues that are as valid today as they were in the 1950s,770
1,it manages to squeeze by on angelina jolie s surprising flair for self deprecating comedy,777
1,watching war photographer you come to believe that nachtwey hates the wars he shows and empathizes with the victims he reveals,790
1,my big fat greek wedding is that rare animal known as a perfect family film because it s about family,797
1,would make an excellent companion piece to the similarly themed the french lieutenant s woman,798
0,this odd distant portuguese import more or less borrows from bad lieutenant and les vampires and comes up with a kind of art house gay porn film,802
1,it s soulful and unslick and that s apparently just what aniston has always needed to grow into a movie career,804
1,terry is a sort of geriatric dirty harry which will please eastwood s loyal fans and suits the story wherein our hero must ride roughshod over incompetent cops to get his man,807
1,parts seem like they were lifted from terry gilliam s subconscious pressed through kafka s meat grinder and into buñuel s casings,808
1,the story ultimately takes hold and grips hard,816
1,almodovar is an imaginative teacher of emotional intelligence in this engaging film about two men who discover what william james once called the gift of tears,821
1,majidi s direction has never been smoother or more confident,824
1,bring tissues,827
1,it s a square sentimental drama that satisfies as comfort food often can,830
1,i was impressed by how many tit for tat retaliatory responses the filmmakers allow before pulling the plug on the conspirators and averting an american russian armageddon,833
1,a moving if uneven success,837
1,maybe it is formula filmmaking but there s nothing wrong with that if the film is well crafted and this one is,845
1,an engrossing portrait of a man whose engaging manner and flamboyant style made him a truly larger than life character,848
1,a journey that is as difficult for the audience to take as it is for the protagonist yet it s potentially just as rewarding,851
1,if you re part of her targeted audience you ll cheer,858
1,blade ii merges bits and pieces from fighting games wire fu horror movies mystery james bond wrestling sci fi and anime into one big bloody stew,860
1,if you can get past the taboo subject matter it will be well worth your time,869
1,the emperor s club ruthless in its own placid way finds one of our most conservative and hidebound movie making traditions and gives it new texture new relevance new reality,885
1,though intrepid in exploring an attraction that crosses sexual identity ozpetek falls short in showing us antonia s true emotions but at the very least his secret life will leave you thinking,887
1,gives an intriguing twist to the french coming of age genre,894
1,it s bright pristine style and bold colors make it as much fun as reading an oversized picture book before bedtime,901
1,bravo for history rewritten and for the uncompromising knowledge that the highest power of all is the power of love,902
1,lead actress gaï she of the impossibly long limbs and sweetly conspiratorial smile is a towering siren,903
1,rife with the rueful wry humor springing out of yiddish culture and language,908
1,cantet beautifully illuminates what it means sometimes to be inside looking out and at other times outside looking in,911
1,the sight of the spaceship on the launching pad is duly impressive in imax dimensions as are shots of the astronauts floating in their cabins,920
1,an intriguing look at the french film industry during the german occupation its most delightful moments come when various characters express their quirky inner selves,922
1,a beguiling evocation of the quality that keeps dickens evergreen the exuberant openness with which he expresses our most basic emotions,928
1,a riveting story well told,931
1,alternately hilarious and sad aggravating and soulful scathing and joyous,941
1,a conventional but well crafted film about a historic legal battle in ireland over a man s right to raise his own children,945
1,in fact even better,947
1,insanely hilarious,952
1,if lilo stitch is n t the most edgy piece of disney animation to hit the silver screen then this first film to use a watercolor background since dumbo certainly ranks as the most original in years,956
1,this ready made midnight movie probably wo n t stand the cold light of day but under the right conditions it s goofy if not entirely wholesome fun,957
1,talk to her is so darned assured we have absolutely no idea who the main characters are until the film is well under way and yet it s hard to stop watching,960
1,white oleander may leave you rolling your eyes in the dark but that does n t mean you wo n t like looking at it,967
1,in painting an unabashedly romantic picture of a nation whose songs spring directly from the lives of the people the movie exalts the marxian dream of honest working folk with little to show for their labor living harmoniously joined in song,968
1,it must be the end of the world the best film so far this year is a franchise sequel starring wesley snipes,973
1,the riveting performances by the incredibly flexible cast make love a joy to behold,1004
1,with an unflappable air of decadent urbanity everett remains a perfect wildean actor and a relaxed firth displays impeccable comic skill,1006
1,it s hard to imagine anyone managing to steal a movie not only from charismatic rising star jake gyllenhaal but also from accomplished oscar winners susan sarandon dustin hoffman and holly hunter yet newcomer ellen pompeo pulls off the feat with aplomb,1020
0,offers big fat dumb laughs that may make you hate yourself for giving in,1024
1,a tremendous piece of work,1028
1,irwin is so earnest that it s hard to resist his pleas to spare wildlife and respect their environs,1033
1,instead of simply handling conventional material in a conventional way secretary takes the most unexpected material and handles it in the most unexpected way,1040
1,the story line may be 127 years old but el crimen del padre amaro could n t be more timely in its despairing vision of corruption within the catholic establishment,1053
1,leave it to john sayles to take on developers the chamber of commerce tourism historical pageants and commercialism all in the same movie without neglecting character development for even one minute,1057
1,stands as a document of what it felt like to be a new yorker or really to be a human being in the weeks after 9 11,1064
1,cho continues her exploration of the outer limits of raunch with considerable brio,1071
1,elvira fans could hardly ask for more,1072
1,jeong hyang lee s film is deceptively simple deeply satisfying,1090
1,george clooney in his first directorial effort presents this utterly ridiculous shaggy dog story as one of the most creative energetic and original comedies to hit the screen in years,1092
0,moore s better at fingering problems than finding solutions,1102
1,a generous inspiring film that unfolds with grace and humor and gradually becomes a testament to faith,1107
1,cletis is playful but highly studied and dependent for its success on a patient viewer,1111
1,davis is funny charming and quirky in her feature film acting debut as amy,1124
1,bloody sunday has the grace to call for prevention rather than to place blame making it one of the best war movies ever made,1125
1,the film is full of charm,1130
1,the movie is well crafted and well executed,1131
0,pray does n t have a passion for the material,1133
1,he nonetheless appreciates the art and reveals a music scene that transcends culture and race,1134
1,all in all an interesting look at the life of the campaign trail press especially ones that do n t really care for the candidate they re forced to follow,1152
1,narc is a no bull throwback to 1970s action films,1153
1,unexpected moments of authentically impulsive humor are the hallmark of this bittersweet uncommonly sincere movie that portrays the frank humanity of emotional recovery,1159
1,i liked it because it was so endlessly grotesquely inventive,1162
1,credit director ramsay for taking the sometimes improbable story and making it feel realistic,1164
1,while dutifully pulling on heartstrings directors dean deblois and chris sanders valiantly keep punching up the mix,1167
1,manages to be wholesome and subversive at the same time,1169
1,a beautifully observed character piece,1178
1,a coming of age movie that hollywood would n t have the guts to make,1179
1,there are laughs aplenty and as a bonus viewers do n t have to worry about being subjected to farts urine feces semen or any of the other foul substances that have overrun modern day comedies,1181
1,as chilling and fascinating as philippe mora s modern hitler study snide and prejudice,1186
1,it s an interesting effort particularly for jfk conspiracy nuts and barry s cold fish act makes the experience worthwhile,1198
0,it s a shame the marvelous first 101 minutes have to be combined with the misconceived final 5,1200
1,it has a caffeinated sloppy brilliance sparkling with ideas you wish had been developed with more care but animated by an energy that puts the dutiful efforts of more disciplined grade grubbers to shame,1201
1,foster and whitaker are especially fine,1204
1,not only better than its predecessor it may rate as the most magical and most fun family fare of this or any recent holiday season,1207
1,though the story is hackneyed the characters have a freshness and modesty that transcends their predicament,1208
1,although frailty fits into a classic genre in its script and execution it is a remarkably original work,1209
1,throughout mr audiard s direction is fluid and quick,1218
1,a dashing and absorbing outing with one of france s most inventive directors,1219
1,flat out amusing sometimes endearing and often fabulous with a solid cast noteworthy characters delicious dialogue and a wide supply of effective sight gags,1221
1,its director s most substantial feature for some time,1229
1,the story s scope and pageantry are mesmerizing and mr day lewis roars with leonine power,1233
1,there is no denying the power of polanski s film,1241
1,this charming but slight tale has warmth wit and interesting characters compassionately portrayed,1243
0,take care is nicely performed by a quintet of actresses but nonetheless it drags during its 112 minute length,1253
1,may lack the pungent bite of its title but it s an enjoyable trifle nonetheless,1289
1,diane lane works nothing short of a minor miracle in unfaithful,1291
1,like its bizarre heroine it irrigates our souls,1297
1,the low key direction is pleasingly emphatic in this properly intense claustrophobic tale of obsessive love,1305
1,secretary is just too original to be ignored,1306
1,that rare film whose real life basis is in fact so interesting that no embellishment is needed,1307
1,smart and fun but far more witty than it is wise,1308
1,a tone poem of transgression,1320
1,rubbo runs through a remarkable amount of material in the film s short 90 minutes,1321
1,mr caine and mr fraser are the whole show here with their memorable and resourceful performances,1331
1,russell makes good b movies the mask the blob and the scorpion king more than ably meets those standards,1333
1,beautifully reclaiming the story of carmen and recreating it an in an african idiom,1337
1,cox creates a fluid and mesmerizing sequence of images to match the words of nijinsky s diaries,1344
1,my wife is an actress works as well as it does because the leads are such a companionable couple,1353
1,this filmed tosca not the first by the way is a pretty good job if it s filmed tosca that you want,1360
1,it s a head turner thoughtfully written beautifully read and finally deeply humanizing,1365
1,jagger stoppard and director michael apted deliver a riveting and surprisingly romantic ride,1383
1,a thought provoking and often funny drama about isolation,1384
0,the audacity to view one of shakespeare s better known tragedies as a dark comedy is by itself deserving of discussion,1392
1,a heroic tale of persistence that is sure to win viewers hearts,1400
1,a little better than sorcerer s stone,1402
1,the ring never lets you off the hook,1407
1,thumbs up to paxton for not falling into the hollywood trap and making a vanity project with nothing new to offer,1408
1,at once disarmingly straightforward and strikingly devious,1409
1,this is a visually stunning rumination on love memory history and the war between art and commerce,1415
1,like the chilled breath of oral storytelling frozen onto film,1429
1,with exquisite craftsmanship olivier assayas has fashioned an absorbing look at provincial bourgeois french society,1434
1,it s rare for any movie to be as subtle and touching as the son s room,1435
1,d espite its familiar subject matter ice age is consistently amusing and engrossing,1438
1,assured glossy and shot through with brittle desperation,1440
1,it is scott s convincing portrayal of roger the sad cad that really gives the film its oomph,1443
1,a vivid thoughtful unapologetically raw coming of age tale full of sex drugs and rock n roll,1447
1,10 minutes into the film you ll be white knuckled and unable to look away,1459
1,a coming of age film that avoids the cartoonish clichés and sneering humor of the genre as it provides a fresh view of an old type the uncertain girl on the brink of womanhood,1468
1,a distinguished and thoughtful film marked by acute writing and a host of splendid performances,1469
1,i do n t feel the least bit ashamed in admitting that my enjoyment came at the expense of seeing justice served even if it s a dish that s best served cold,1472
1,matthew lillard is born to play shaggy,1479
1,spider man is better than any summer blockbuster we had to endure last summer and hopefully sets the tone for a summer of good stuff,1481
1,if you re not you ll still have a good time,1483
0,who cares,1488
1,the woodman seems to have directly influenced this girl meets girl love story but even more reassuring is how its makers actually seem to understand what made allen s romantic comedies so pertinent and enduring,1498
1,foster breathes life into a roll that could have otherwise been bland and run of the mill,1502
1,transforms one of shakespeare s deepest tragedies into a smart new comedy,1508
1,as antonia is assimilated into this newfangled community the film settles in and becomes compulsively watchable in a guilty pleasure daytime drama sort of fashion,1510
1,with bowling for columbine michael moore gives us the perfect starting point for a national conversation about guns violence and fear,1517
1,one of the year s most weirdly engaging and unpredictable character pieces,1518
1,a thoroughly engaging surprisingly touching british comedy,1527
1,the actors are simply too good and the story too intriguing for technical flaws to get in the way,1532
1,it may also be the best sex comedy about environmental pollution ever made,1534
1,despite its old hat set up and predictable plot empire still has enough moments to keep it entertaining,1546
1,an unorthodox little film noir organized crime story that includes one of the strangest love stories you will ever see,1552
1,and it sees those relationships including that between the son and his wife and the wife and the father and between the two brothers with incredible subtlety and acumen,1561
1,one of those terrific documentaries that collect a bunch of people who are enthusiastic about something and then figures out how to make us share their enthusiasm,1562
1,home movie is a sweet treasure and something well worth your time,1575
1,highly recommended viewing for its courage ideas technical proficiency and great acting,1576
1,marshall puts a suspenseful spin on standard horror flick formula,1582
1,though lan yu lacks a sense of dramatic urgency the film makes up for it with a pleasing verisimilitude,1584
1,soderbergh skims the fat from the 1972 film,1589
1,the filmmakers try to balance pointed often incisive satire and unabashed sweetness with results that are sometimes bracing sometimes baffling and quite often and in unexpected ways touching,1594
1,it s not going to be everyone s bag of popcorn but it definitely gives you something to chew on,1605
1,an infinitely wittier version of the home alone formula,1608
0,moore is like a progressive bull in a china shop a provocateur crashing into ideas and special interest groups as he slaps together his own brand of liberalism,1613
1,at just over an hour home movie will leave you wanting more not to mention leaving you with some laughs and a smile on your face,1614
1,there is greatness here,1616
0,though an important political documentary this does not really make the case the kissinger should be tried as a war criminal,1623
1,about schmidt is undoubtedly one of the finest films of the year,1629
1,if you re not deeply touched by this movie check your pulse,1630
1,the charm of revolution os is rather the way it introduces you to new fervently held ideas and fanciful thinkers,1631
1,filmmakers dana janklowicz mann and amir mann area headed east far east in retelling a historically significant and personal episode detailing how one international city welcomed tens of thousands of german jewish refugees while the world s democracie,1634
1,the film is saved from are n t kids cute sentimentality by a warmth that is n t faked and a stately sense of composition,1638
1,sorvino is delightful in the central role,1641
1,great performances stylish cinematography and a gritty feel help make gangster no 1 a worthwhile moviegoing experience,1645
1,a funny and touching film that is gorgeously acted by a british cast to rival gosford park s,1653
1,beautifully crafted engaging filmmaking that should attract upscale audiences hungry for quality and a nostalgic twisty yarn that will keep them guessing,1655
0,it does n t flinch from its unsettling prognosis namely that the legacy of war is a kind of perpetual pain,1659
1,so could young romantics out on a date,1671
1,all leather pants augmented boobs hawn is hilarious as she tries to resuscitate the fun loving libertine lost somewhere inside the conservative handbag clutching sarandon,1672
1,chicago offers much colorful eye candy including the spectacle of gere in his dancing shoes hoofing and crooning with the best of them,1674
1,a smart provocative drama that does the nearly impossible it gets under the skin of a man we only know as an evil monstrous lunatic,1681
1,nair s cast is so large it s altman esque but she deftly spins the multiple stories in a vibrant and intoxicating fashion,1684
1,a delightful surprise because despite all the backstage drama this is a movie that tells stories that work is charming is moving is funny and looks professional,1690
1,brims with passion for words for its eccentric accident prone characters and for the crazy things that keep people going in this crazy life,1701
1,nohe s documentary about the event is sympathetic without being gullible he is n t blind to the silliness but also captures moments of spontaneous creativity and authentic co operative interaction,1707
1,the enjoyable undercover brother a zany mix of saturday night live style parody 70s blaxploitation films and goofball action comedy gone wild dishes out a ton of laughs that everyone can enjoy,1711
1,a keep em guessing plot and an affectionate take on its screwed up characters,1720
1,seeks to transcend its genre with a curiously stylized quasi shakespearean portrait of pure misogynist evil,1730
1,mordantly funny and intimately knowing,1731
1,one of those rare films that come by once in a while with flawless amounts of acting direction story and pace,1734
1,entirely appropriately the tale unfolds like a lazy summer afternoon and concludes with the crisp clarity of a fall dawn,1740
1,for decades we ve marveled at disney s rendering of water snow flames and shadows in a hand drawn animated world,1745
1,a witty low key romantic comedy,1747
1,it s a powerful though flawed movie guaranteed to put a lump in your throat while reaffirming washington as possibly the best actor working in movies today,1769
1,a film that s flawed and brilliant in equal measure,1776
1,even if invincible is not quite the career peak that the pianist is for roman polanski it demonstrates that werner herzog can still leave us with a sense of wonder at the diverse marvelously twisted shapes history has taken,1777
1,a sweet tender sermon about a 12 year old welsh boy more curious about god than girls who learns that believing in something does matter,1781
1,the film belongs to the marvelous verdu a sexy slip of an earth mother who mourns her tragedies in private and embraces life in public,1782
1,worth catching for griffiths warm and winning central performance,1792
1,i love the robust middle of this picture,1795
1,the power of shanghai ghetto a documentary by dana janklowicz mann and amir mann rests in the voices of men and women now in their 70s who lived there in the 1940s,1796
1,maintains your interest until the end and even leaves you with a few lingering animated thoughts,1797
0,paul cox needed to show it,1799
1,another trumpet blast that there may be a new mexican cinema a bornin,1805
1,tadpole may be one of the most appealing movies ever made about an otherwise appalling and downright creepy subject a teenage boy in love with his stepmother,1807
1,much of all about lily chou chou is mesmerizing some of its plaintiveness could make you weep,1821
1,spielberg s first real masterpiece it deserved all the hearts it won and wins still 20 years later,1823
1,an old fashioned scary movie one that relies on lingering terror punctuated by sudden shocks and not constant bloodshed punctuated by flying guts,1838
1,the kind of entertainment that parents love to have their kids see,1842
1,an elegant film with often surprising twists and an intermingling of naiveté and sophistication,1847
1,as a girl meets girl romantic comedy kissing jessica steinis quirky charming and often hilarious,1849
1,it s a compelling and horrifying story and the laramie project is worthwhile for reminding us that this sort of thing does in fact still happen in america,1858
1,that rare movie that works on any number of levels as a film of magic and whimsy for children a heartfelt romance for teenagers and a compelling argument about death both pro and con for adults,1862
1,it s both degrading and strangely liberating to see people working so hard at leading lives of sexy intrigue only to be revealed by the dispassionate gantz brothers as ordinary pasty lumpen,1863
1,easily one of the best and most exciting movies of the year,1868
1,insomnia is one of the year s best films and pacino gives one of his most daring and complicated performances,1871
1,i do n t know if frailty will turn bill paxton into an a list director but he can rest contentedly with the knowledge that he s made at least one damn fine horror movie,1873
1,despite its flaws belinsky is still able to create an engaging story that keeps you guessing at almost every turn,1874
1,how good this film might be depends if you believe that the shocking conclusion is too much of a plunge or not,1882
1,like mike is n t going to make box office money that makes michael jordan jealous but it has some cute moments funny scenes and hits the target audience young bow wow fans with nothing but net,1890
1,there s a spontaneity to the chateau a sense of light heartedness that makes it attractive throughout,1896
1,and he allows a gawky actor like spall who could too easily become comic relief in any other film to reveal his impressively delicate range,1903
1,a lot of fun with an undeniable energy sparked by two actresses in their 50s working at the peak of their powers,1904
1,ms hutchins is talented enough and charismatic enough to make us care about zelda s ultimate fate,1908
1,monte cristo smartly emphasizes the well wrought story and omits needless chase scenes and swordfights as the revenge unfolds,1909
1,a mesmerizing cinematic poem from the first frame to the last,1910
1,nicole kidman evolved from star to superstar some time over the past year which means that birthday girl is the kind of quirkily appealing minor movie she might not make for a while,1913
1,it s a visual delight and a decent popcorn adventure as long as you do n t try to look too deep into the story,1924
1,the gags are often a stitch,1932
1,somehow manages to escape the shackles of its own clichés to be the best espionage picture to come out in weeks,1937
