label,sentence1,sentence2,sample_index
0,A man in a straw hat is digging with a shovel.,The man is digging with a rake.,184
1,There are keys in some kind of box which is open.,A box has keys in it,197
0,"A person wearing a red, white, and blue helmet sitting on a motorcycle.",A person wearing black is driving a car.,199
0,"A young boy hold a blue bucket, as it fills with water.",A bucket is filling with water,207
1,Two elderly ladies sitting on a couch.,Two old women sitting on a couch.,208
1,Five people skiing on snow covered slopes.,It is cold outside.,209
0,A woman and a man twirling in a dance alone on a wooden floor.,A couple dance on a crowded floor.,213
1,A person in a green jacket and yellow pants is on a snowboard coming down a roof into the snow.,A man is snowboarding in the snow.,215
0,A young boy sits next to a wind sculpture.,A boy sits next to a statue of a dog.,222
0,People are standing in a room with a television that has a picture of a boat on the water.,A family watching Gilligan's island,228
1,A group of people hold hands on the beach.,A group of people lock hands.,231
0,A young man in blue and one in burgundy are in a wrestling competition.,the rocks were hard,232
1,"A Girl Wearing Boots, Is Sitting On A Rock Near a Pond.",Someone sits near water.,236
0,A group of men bow their heads in front of tables of food.,A group of people play cards.,239
0,"A man wearing a white cap, sunglasses, and red vest is playing a gold sousaphone.","A man, completely nude, plays a gold sousaphone.",243
1,"Two children, one male and one female are practicing outdoor rock climbing.",Two children are rock climbing.,248
0,Man building a sand castle.,He is a professional sand castle builder,250
1,Two women wearing sunglasses are standing by the side of the road and the one wearing a skirt is holding up a stop sign with the word eating taped to it.,A sign is being held up.,251
1,A football player has his arms wrapped around the person holding the ball.,A man is tackling another man.,254
0,A girl is sleeping on top of a book in a library full of books.,A girl falls asleep in her bed.,255
0,"two men talking, leaning over a fence in front of a body of water.",Two men look over the ocean.,259
1,A boy is upside down in midair near a lake at sunset.,A boy is outside.,264
0,"A young child plays with a hose in a field with another child, and two adults.",The children playing are siblings.,266
1,A woman wearing a blue sweater and purple leg warmers is painting her toenails.,A woman in comfortable clothes is making her toenails pretty.,267
0,A woman with a head covering and traditional clothing is reading into a microphone from a piece of paper.,The woman is speaking into a megaphone.,268
1,A toddler and a baby play at the end of a slide.,Humans playing,270
0,A woman sits at the laundry mat reading.,A woman reads while waiting on her laundry.,278
0,Two soccer teams playing a game.,The people are playing outdoors.,279
0,Skateboarder on a rail.,Ten skateboraders,284
0,a messy baby is sticking his hand under a running faucet.,THe old man has his hands in his pants.,288
0,A woman is pulling a motorcycle up onto one wheel performing a trick.,A women is pulling a scooter up onto one wheel to do a trick.,292
0,A man sits in front of his laptop.,The man is playing a computer game.,293
1,A girl in a red shirt applauding as other children play.,The girl is clapping her hands.,297
0,A tan curly-haired dog jumps in the snow with a stick in its mouth.,A puppy is playing fetch.,299
1,Two cheerleaders dressed in black and pink are posing with one leg held up.,Two cheerleaders pose with one leg up.,300
1,A young girl is giving a young boy who has a ring bearer's pillow a kiss.,A little girl gives a ring bearer a kiss,301
1,a black dog plays with two soft toys in front of a fireplace.,Black dog infront of fireplace,303
1,The man sits with his dog on a bench in a park.,A man sits with his dog.,305
0,Two men on opposite teams playing basketball.,Two baseball players shaking hands,306
0,A person wearing a blue and white hooded jacket playing with a device is standing outside a store with a sale sign on windows.,A girl in a pink sundress is skating on the sidewalk.,307
1,A barefooted elderly man sleeping on a bench.,A person is not awake.,310
0,A group of girls playing football on the beach.,A group of female siblings enjoying the beach.,312
0,Men walking on city street with a yellow bus and two FedEx vehicles in the background.,The man are sleeping.,316
0,Fans and players at a baseball game.,people at a white sox game,319
1,A girl taking a picture of another person taking a picture.,A person is taking a picture of another person doing the same.,323
1,Asian emo boy rests hands on hips beside a river.,An Asian emo boy stands with his hands on his hips next to a river.,324
1,A young girl in a red shirt and gray pants is leaning over a kitchen counter laughing.,A girl laughing in the kitchen.,328
1,A boy rides down a slide into a small backyard pool.,There is water in the pool,329
0,A man lays on the grass in a field and reads a book.,A man dancing on the streets.,330
0,Large skillet full of soup boiling over an open campfire and woman rummaging in a cardboard box in background.,A pot of soup is boiling over a stove,331
1,A small child with brown hair is partially enclosed in dead leaves.,A child is laying in some leaves.,332
1,An old man is holding two ice cream cones as he walks through the park.,A man is outside.,335
0,A man is leaning his bicycle on a tree.,The tree is falling on the house.,336
1,mother and daughter sitting down having coffee.,There are two people in this picture.,337
0,Someone is hang gliding or parachuting down by a large body of water with green hills all around.,A person crash landing on a hang glider toward a small pound surrounded by green hills in the woods.,338
1,A young girl holding a hand-drawn clock talks to two women.,A young girl is holding a clock.,339
1,"Woman looking at her phone, standing by a painted wall blocked by a tree.","There is a woman looking into her phone, standing next to a tree.",340
1,A young boy shoots a basketball into a hoop.,A young boy is playing with a basketball,341
0,A crowd is gathered for some event while a woman in a flowered blouse talks with a man in a brown t-shirt.,A large crowd is gathered to watch a music concert.,344
0,A child wearing shorts is moving a window screen.,There is a child in long pants moving a watering can.,350
1,"A young man flips up a welders' mask as a young girl looks on, a six-pack, barbecue, and chalk message in the background.","A couple is having a cookout, the girl looking onto the man as he prepared the barbecue in a welders glass, a six-pack on the table beside him",351
0,"A young girl is lying on some personal belongings, on a cart that is dragged by a horse and a man, on a dirt route.",The people are in a TV show about the 1800s.,353
0,A blond woman in brown is selling shrimp.,A man is cooking squid.,354
0,There is a blond female office and a male brown headed officer standing in front of a pole talking.,A man just punched a woman in her face.,355
1,The surfer wearing the blue suit on the colorful surfboard is catching a wave.,The surfer is on the beach.,358
1,A group of people take a look at an unusual tree.,group of people outdoors looking at a tree,359
1,"Two people performing a trick in the middle of the street, people watching all over, one person is playing an accordion while another person is jumping over their head.",The people performed the trick in the middle of the street.,360
1,A man tosses a soccer ball in the air on the beach at sunset while boats go by in the distance.,A man was on the beach.,362
0,"The children are playing outdoors, while a man smiles nearby.",The kids are stealing from a store.,363
0,"Hooded women at event, one seated next to a table with large glasses on it.",The woman are at a renessance fair.,366
1,A man wearing a backpack and helmet riding a bicycle.,The bicycle is standing up straight.,367
1,A man is mowing the lawn of a house shirtless.,A man is mowing the lawn.,370
0,A German Shepherd walks at the beach with an orange Kong toy in its mouth.,A German Shepherd plays following a swim.,372
1,"A slightly overweight young man, with long black hair and a green sweatshirt, leans back in a chair holding a bottle to his chest.",The chubby man enjoys his chair and beverage,373
0,A woman in black jeans sits on the railing of a bridge with a harbor in the background.,The woman is wearing blue jeans.,374
1,"A gentleman with a red shirt, glasses and graying hair is standing in a room full of seated people.",A man is standing while other are sitting.,375
0,"A young girl in sunglasses, poses for the camera.",A girl is sleeping on the couch.,385
0,a football player wearing an orange jersey holding a football,The players play football,386
1,A young child wearing a mask at Ivars.,A child being playful,387
1,Groups of people are walking around Times Square in New York.,Some people walking.,389
1,A blond-haired boy is at the bottom of a slide.,The child is at a playground.,391
0,A young child is petting an animal.,A little boy is grabbing a dog's coat playfully.,392
1,Hang glider on beach,air sport on beach,395
0,A dark-haired boy and dark-haired girl stand on the grass.,The humans are upside down.,399
0,A young boy getting his hair styled is eating candy.,A young boy is having his tooth pulled by the dentist.,400
0,A man in a black shirt crosses a street with a guitar on his back.,The man is going to a club.,403
1,A bicyclist is in midair on a cloudy day.,A person is riding a bike.,404
1,A man in a kitchen is frying breaded food in a cast iron pan.,A man cooks.,408
0,A little girl in pink and purple stands on a playground.,A little girl is in a hospital bed.,411
1,The drag racers take off the starting line.,The racers are in cars.,419
1,An adult wearing a gray shirt with red sleeves sleeping on a couch.,There is an adult sleeping,421
0,A bull terrier terrorizes an old tire in the sand.,The dog is a poodle.,423
0,A group of Jewish people waving flags in order to celebrate their religion.,There are people waving white flags surrendering.,425
1,A child is looking at an exhibit.,A child is not blind.,426
1,Someone parasailing with a green parachute that has a face on the top of it,Someone is flying over the ocean.,427
1,A very young blond girl wearing pink pants with white polka dots is sitting on a wooded trail in a forest.,A girl is in the woods.,432
0,"A night shot of people gathered around a sign that says ""We Are Demanding"".","A night shot of people gathered around a sign that says ""NO SMOKING"".",433
0,A smiling little boy holds a hand mixer in a bowl.,The little boy is being instructed by an adult.,434
1,"A man in a black suit, is standing in front of a group of people in white suits and black dresses.",A group of well dressed people,436
1,Two men in black coats stand by the side of a building.,Two men are standing.,437
0,A man working on a brass pot on the ground.,The man is working at a table.,438
0,A surgeon performing surgery.,patients are standing in hospital,442
1,A woman carries a bag with bright pink lettering.,A person carries a bag with letters on it.,447
0,A man in a band is singing while wearing a very loud shirt.,A man is sleeping in a chair.,448
1,Chefs prepare food for patrons of a sushi restaurant.,Food is being made for people.,455
0,A woman walks by a river across city buildings.,a woman walking while on lunch,458
1,A young girl is holding her teddy bear while riding a pony.,A young girl holds her teddy bear.,459
1,A little girl enjoying a frozen treat on the beach.,A girl is eating a frozen treat.,466
1,A man with his shoes off is sitting on a rug.,a person sitting.,469
1,"A large white man wearing blue overalls, a white shirt, and a backpack standing in front of a wig shop that has two young males wearing hats and playing small guitars.",Some of the men are musicians.,473
0,A man with glasses is holding a very young infant.,a man is slapping a baby,477
0,A couple is kissing on a bridge.,A couple fights outside a restaurant.,478
0,Two men with guitars are walking away from the beach.,The men walk away,482
0,A teen boy is looking in the mirror with his entire face covered in shaving cream and is shaving his cheek.,A grown man fixes his long beard in the restuarant window.,485
0,A man in a black shirt sitting at a table with an open Apple laptop in front of him.,A man is working at a table.,486
0,A motorcycle is lying on the ground near a fire engine.,This motorcycle will never roll again.,490
0,Man taking a break under a umbrella leaning against truck.,A man rests under a truck.,492
0,A boy riding his scooter with sunglasses on.,a man falls off a scooter,493
0,Two people have a pillow fight in front of a public audience.,Two man are pillow fighting.,494
1,"Three men playing soccer, their uniforms indicating that one of them is from one team and the other two from the other, are all after the ball.",Three people are playing sports.,497
0,Two guys gather around a table with two girls while drinking.,The two guys are drinking while the girls are gathered by the table.,501
1,A boy in an orange life vest plays on the shore with his net while his father in a red shirt and straw hat fishes.,A boy and his father are hanging out.,503
1,Two women carrying grain on their head.,Two women use their heads for transporting grain.,504
0,A heavily tattooed man with a soldier mask is about to hit another man in the face with his elbow during a wrestling match.,two people relax on a beach,505
0,A boy kicks a blue ball in a room.,A boy is playing by himself.,506
1,Three young men are resting on a bench near a food stand while other visitors or shoppers are passing close by.,They are sitting down.,510
0,An artist adds painted decorations to a van.,The artist has been hired to paint.,511
1,There is a middle-aged lady who is performing with 2 fans in her hand and a lot of makeup on her face.,The woman is performing.,512
1,A family is walking on the sidewalk.,a group is walking.,513
1,Someone standing between several large tents.,A person is standing next to some tents.,515
0,A bearded gentleman sleeping propped up.,A man is sleeping laid out in his bed.,516
1,A man wearing a red hat and holding a fake pistol talking to a girl in a large hallway.,There is a man and a woman.,518
0,A woman sits on a gray bench beside a bottle.,The woman sits on a rug.,523
1,A child dressed as Spiderman ringing a doorbell.,The child is dressed as a fictional character.,524
0,The girl in the jacket is on the cement with a sucker in her mouth and a bike to the right.,The girl is about to ride her bike.,529
0,A woman and a child with a backpack walk down a city street towards a group of men.,A woman and her child walk towards the group of women.,537
1,A man behind either a fence or cage.,He is inside an enclosure.,540
0,Four male musicians and one female musician are playing instruments outside a house.,Five people are sitting inside.,542
1,People taking photos with camera.,Individuals taking pictures with a camera.,547
1,A nurse speaks to the crowd.,The nurse is talking.,553
1,"A person with gray hair, dressed entirely in gray, lies on the wooden slats of a park bench.",The person's hair is gray.,563
0,Male construction worker wearing overalls while sitting on a steel girder.,Nobody has overalls.,564
0,Two boys are sitting on a bench while one eats ice cream.,The two boys are eating carrots together.,566
1,Three people pose with their political signs out in public.,Three people are in public posing with their political signs.,571
0,Have a quick chat and smoke break.,People are running in a marathon for lung cancer awareness.,573
0,A man in a black shirt plays an acoustic guitar.,A shirtless man is playing the drums.,577
0,A young boy poses for the camera at an amusement park while riding a ride.,A boy is surprised by the camera photo as he is screaming on a rollercoaster.,583
0,A little boy is standing on the street while a man in overalls is working on a stone wall.,A man is working on his truck.,586
0,An Indian man transports three containers on his bicycle.,A man transporting in bicycle.,588
1,A boy in an orange life vest plays on the shore with his net while his father in a red shirt and straw hat fishes.,A father and his son are fishing,589
1,A man in a black shirt and jeans appears to be working on some piping system.,A man works on pipes.,590
1,A woman waring a purple sweatshirt in a jewelry store is bent over inside the display case.,A human in a shirt,591
0,"An man wearing a yellow shirt, denim suspenders and an orange hat reading under the rear tire of a vehicle as a child watches.",Some people are walking together.,592
1,A man working on a circuit board,A man indoors working.,594
1,A stage performance appears to lead to violence while the band plays on.,A band playing music while fighting happens.,595
0,a women's beach volleyball game,Women play volleyball in the gym.,600
1,Three adults wearing cold weather gear.,Three adults are wearing gear.,602
0,"Man in a top hat, playing his accordion on the sidewalk by a street",Man playing a instrument for money.,603
0,Football players huddle and get ready for the game.,The game is over,604
1,A white woman holding a Panasonic video camera in a park.,A white woman is in a park.,605
1,2 women are standing in a street playing a blue guitar and a violin.,Two women are playing instruments in the street,606
1,Two guys in blue shirts are standing on top of a construction surface doing construction work.,A couple of workers are are doing construction.,609
1,A black dog runs with a red bucket.,dog runs with bucket,610
0,A man and a woman are walking across a street.,two chiildren are walking,611
0,Two men in white suits play the guitar on a stage.,The duo is a famous musical act.,612
1,"A crowd of people and their families are gathered in a field near an arena, watching an event on an outdoor screen.",A group of people are outside watching a screen.,615
0,A guy riding an ATV down a dirty a road.,A man is driving an ATV down the highway.,617
0,"Four people are sitting in the middle of an ocean, on something unusual.",woman plays accordian,618
0,Many people in white shirts are walking down a street.,People at a protest are walking up and down a street.,622
1,"A child touching a red plastic object, with a crowd behind him.",The child is being watched by people.,623
1,"A woman in a blue dress, a cowboy hat, and a pink boa walks down the street.",A girl is walking.,625
1,Four young adults sit on the floor and work on a project.,Four young adults are working,626
1,A woman is standing in a white truck singing while people watch her.,The woman in truck sings for the people.,631
0,A black and white dog is jumping over a fence in an obstacle course.,A black and white dog is playing in an obstacle course,632
0,Man using a loom to make something.,A man is making a bracelet with a loom.,638
1,An unhappy looking girl wearing a pink skirt and a boy with a white t-shirt are sitting on a couch.,Two children are sitting on a couch.,645
0,Guy in a suit playing the trumpet.,The man is playing the guitar.,647
1,A creepy old man stars at a young couple as they smoke a cigarette.,The man stares at a young couple,650
1,A man wearing a blue and white uniform clutching two yellow ski handles.,A man in uniform is holding ski handles.,652
1,A man sitting on a boat with a flag and the sunset in the background.,The sunsets as a man sits in a boat.,653
1,"The young boy with nice pants, a belt, and a tie is jumping off the steps",The nicely dressed boy jumps off the steps.,654
1,People are working on the factory floor while yellow stacks of paper go by.,People are at work indoors,656
0,Man in suit jacket and tie walking.,A man in a suit jacket is sleeping on the bus.,657
0,Several people are gathered around a monitor in a dimly lit room.,They are watching a vide,659
0,A large wall painting within a library.,there is an art everywhere around the books in college,662
1,Two children play a game together.,Two people are playing a game.,663
0,A small child eating food in a restaurant.,the child is out to eat with it's family,664
0,Two men examine a bike wheel while a woman looks on from the porch.,Men checking air pressure on van tires.,670
0,A young boy in a blue golf shirt and khaki shorts is practicing his gold swing.,An old boy plays football,672
1,A woman selling hats outside.,A person selling hats outside.,673
0,14 men standing on a stairway outside almost all wearing the same shirt.,14 men standing on an indoor stairwell.,674
0,Two men running through the woods.,The two men are inside.,676
1,Three people stand by a doorway posing for a photograph.,Some people are standing near a doorway.,677
1,A Chinese woman dressed in black holding a black bowl.,The woman is holding a dish.,679
1,An older woman is laying in the grass.,The grass has an old woman on it.,680
0,Santa and a woman drink wine next to the christmas tree while wearing joke disguise glasses.,The woman has been a very naughty girl.,681
0,"Two vehicles or trailers going away from the camera in a sandy region, with a driver on each and two people in the back who each appear younger, looking in the direction of one another.",two racers kick up dirt,686
1,"A group of people, several of which are wearing fuzzy pink antennae.",A group of people are wearing antennae.,688
0,A woman walks holding an umbrella.,A tall human holding an umbrella,691
0,A small boat carrying two people moves through the water.,The boat is on a lake.,694
1,A young woman pours a shot of alcohol.,A woman pours a shot of alcohol.,696
0,Two groups of swimmers wade out.,two groups of swimmers are competing,699
1,"People are in the dessert and there are mountains in the background, as well as many camels surrounding the people.",People with camels in the desert.,701
0,A man in blue is in the top balcony looking down.,the guy looks down from the balcony at his wife,702
1,A group of people rowing on a lake.,tourists are enjoying water,703
1,The two dogs are running toward the camera.,There are two dogs.,705
1,"A group of people sitting quietly on the subway, deep in thought.",A group of people sitting.,706
1,"Man with a backpack on walking down a street, red information stand in the background.",The man strolls down the road.,707
1,The large gray colored dog is jumping on the beach.,a dog is jumping,708
1,Several young men in t-shirts sort through CD's on a table.,A bunch of people sorting through CDs.,709
0,A group of people gathering in front of a clothing store.,A bunch of people are sitting inside a restaurant.,711
0,"A girl in a striped shirt is drinking from a bottle, while a girl behind her talks on a cellphone.",The girl talking on the phone is the big sister of the girl in the striped shirt.,712
0,Three men are riding in a wooden boat in the middle of a city.,Three men are driving a car,714
0,Woman and baby crossing street.,Mother and child out on the town.,715
1,A man holds a small child.,The child is small,717
1,"This is a well-dressed dark-haired gentleman wearing a gray suit jacket, gray trousers, black sweater and lavender tie with a mustache and goatee holding a frying pan, standing on the sidewalk in front of a roll-open garage-type door.",A man is holding a frying pan.,721
1,A woman lays on a sofa in a yard.,A woman laying on a sofa outside.,724
0,A group of basketball players jump in the air for the ball.,The African Americans players jump in the air for the ball.,732
1,A man wearing a brown t-shirt is talking to a woman wearing a flowered tank top at an outdoor music concert.,A man is talking to a woman.,736
1,Three dogs are playing with a yellow ball in a grassy field.,Some dogs are running outside.,739
0,"A man in a yellow shirt and blue jeans is passed out, sleeping, dead or resting his eyes on a sidewalk.",A man is sleeping on a car.,740
0,"Two East Asian gentlemen appear to be looking at blossoming cherry trees, one using an elaborate camera to photograph them.","Two men are wading through the Elliptical Pool on a steamy, hot day.",744
0,A man is touching the hand of another man at what appears to be a produce store.,The men are throwing fruit.,746
0,Cleaning& repairing the walls by a gentleman in a ladder.,A man admiring a freshly cleaned floor.,749
1,A person walking with a dog.,A dog gets walked,750
1,A man grills salmon steaks on cedar boards.,The man is grilling.,752
0,two motorcyclists riding tandom on a biek down the street.,Two friends sit in a cafe drinking coffee.,753
1,A man playing ultimate frisbee makes a diving catch.,A man makes an exciting frisbee catch.,754
0,"Four men are rollerskating in a park, holding on to each others' waists.",The men are performing a dance routine on rollerskates.,755
1,Village person is picking vegetables from the ground.,A person is picking up food.,757
1,A man in bright orange shorts is skateboarding along a course with cones as two people observe in the background.,man on skateboard,759
1,A goggled boy leaps from the edge into a shimmering pool with someone watching on in the background.,A boy jumps into a pool outdoors.,761
1,Three people going up an escalator and a man with a shopping cart coming down the escalator.,People are going up an escalator,762
0,Two women dressed in black pants and white tops positioned identically with a black backdrop.,Two women are actors,764
0,A crowd gathers in the street to watch a performer roll a chrome ball over his body.,a crowd is mesmerized by a street performer.,765
1,A skier is skiing down a mountain wearing goggles and a red anorak.,A skier skiing.,766
0,"A redheaded, heavily freckled, caucasian woman sits, eating chips.",The chips are spicy,767
1,a woman running in a race while onlookers cheer her on,A woman is running.,769
1,A dog standing in the shallow part of the ocean while the waves splash around.,dog standing among waves in the ocean,770
1,People stand outside near a concrete wall and a window.,People are outside.,777
1,A man crouching outside a house while two other people look on.,A man is outside by a house,778
1,Three workers are working on their assignment.,Workers are working on their assignment.,781
1,Couple sleep on subway line sitting next to each other.,Couple sleeping on a subway line.,782
1,A man is popping balloons inside a cubicle using a handmade tool.,A man is popping balloons inside a cubicle using a tool.,784
0,"Cheerleaders, building a pyramid, pose in front of a crowd.",The cheerleaders are building a tree fort.,786
1,Small child with long hair climbing up a rock towards large boulder.,The long haired kid climbed up the rock.,791
1,"Six kids, 4 in red and white uniforms, 2 in green and yellow, playing lacrosse.",Kids playing lacrosse.,795
0,A young man in a suit and tie leans against a railing to take a nap on public transit.,A guy in shorts and a T-shirt plays his Gameboy on the train.,796
0,A man wearing a helmet bicycling in the woods.,A man is biking to a campsite.,797
1,Woman pushing child in a toy car down a street.,The woman and child are outdoors.,798
0,People walking on a one way urban street.,People running on the street in front of cars.,804
0,Construction workers are gathered at a construction site along a city street during an excavation.,Rescuers saving a child from a well.,805
1,two dogs running in grass,The dogs are outdoors.,807
0,There is a woman looking at a duck on the sidewalk.,A duck is walking in the street.,809
1,A blond girl holds a small plastic doll.,The girl is playing with a doll.,810
1,Someone is about to ride a motocross bike down the hill.,Someone is getting to ride a bike.,814
1,A kid is drinking juice out of a juice packet.,The child drinks from the juice packet.,815
1,A white-footed beagle plays with a tennis ball on a garden path.,The beagle played with the tennis ball.,819
0,A football player folding a football during a game in the mud,The girl eats pie.,820
1,little girls in swimsuits are laughing,The little girls are not taking a nap yet.,822
0,A group of construction workers work next to a road at night.,There is no road to be fixed.,824
1,A man wearing a leather jacket and a bandanna approaches a parked motorcycle outside of a building.,a man in a jacket,827
0,A small group of people are at a rollerskating rink.,A group of people are tying roller skates on at a rollerskating rink.,830
0,A woman is bathed in red light on stage.,The woman is singing a song in the theater.,833
0,People are sitting down in front of a white banner.,People are running in a marathon.,835
1,A view of a boat from another boat on the water.,A boat is on the water.,838
0,A wakeboarder in the ocean is in the middle of a flip.,The wakeboarder is practicing for a tournament.,846
0,Girl in red skirt jumps on sidewalk in front of jukebox painting,The girl hates the jukebox painting.,848
0,The photo looks down on a street where five pedestrians are walking.,The photograph is shot by a female.,851
0,A woman dancer in a black tutu and nude hose dances with her arms over her head in front of a darkly painted background with dried leaves on the floor.,The woman is a ballet dancer,853
0,A child stands with a poster of another man along the streets of an impoverished area.,A child is with another man,855
1,Two men stand next to some large machinery in a tunnel.,Two men are standing.,857
0,A young woman in a plaid jacket and face mask drives a passenger on a scooter.,A young woman rides on a bus.,859
